1.019999999999999929e+01,1.119999999999999929e+01,1.219999999999999929e+01
1.034999999999999964e+01,1.134999999999999964e+01,1.234999999999999964e+01
1.050000000000000000e+01,1.150000000000000000e+01,1.250000000000000000e+01
3.520000000000000284e+01,3.620000000000000284e+01,3.720000000000000284e+01
3.535000000000000142e+01,3.635000000000000142e+01,3.735000000000000142e+01
3.550000000000000000e+01,3.650000000000000000e+01,3.750000000000000000e+01
4.020000000000000284e+01,4.120000000000000284e+01,4.220000000000000284e+01
4.035000000000000142e+01,4.135000000000000142e+01,4.235000000000000142e+01
4.050000000000000000e+01,4.150000000000000000e+01,4.250000000000000000e+01
